Nom.Kods,Nom.Nosaukums,Beigu daudzums,"Beigu vid. cena, EUR",Nom.PCAPVNE.Cena
8042234,"Vinila tapete 0,53*10 m","5,000","2,71","4,13"
8043456,Normal 200W E27 Klar Sylvania spuldze,"155,000","0,8004","1,18"
8043840,Cirkulārais griezējs,"0,000","0,00","7,75"
8043900,Mikseris 135*600 mm 20-35 kg,"99,000","0,2793","11,34"
8044372,PE Līmlente caurspīdīga mitrumizt. 33*50,"98,000","5,1466","9,89"
8047206,Zāģripa 254*30*2.4,"1,000","12,09","19,02"
8047770,Disks metāla griezš. 125x3x22,"0,000","0,00","0,64"
8047794,Disks metāla griezš. 230*3*22,"0,000","0,00","1,75"
8047831,Disks akmens griezš. 230*3*22,"0,000","0,00","1,75"
8047855,Slīpdisks metālam d125 6 mm,"38,000","0,7826","1,32"
8047886,"Disks metāla griezš. 115*1,0*22","0,000","0,00","0,55"
8047893,Disks metāla griezš. 125*1.0*22,"0,000","0,00","0,65"
8048340,Cirkulārais griezējs,"5,000","5,134","8,71"
8048401,Zāģa asmenīši 152/6,"1,000","2,25","3,81"
8048982,Dziļuma ierobežotājs urbšanai 6/8,"6,000","1,4083","2,13"
8049337,Pāreja melna 150/120,"6,000","8,3667","13,16"
8049566,Cata B 10 plus timer/b,"2,000","11,015","17,33"
8050159,Durvis Mirabella DOF 21-10 Os.,"2,000","129,825","204,21"
8050357,Durvju apmale Maksimum palis. finierējums,"3,000","13,17","19,92"
8050549,Ekonomiskā spuldze Lummas 23W Long Life,"19,000","2,1058","3,10"
8050763,Slīplenta 3 gab,"7,000","1,2657","2,15"
8050770,Slīplenta 3 gab,"6,000","1,1383","1,94"
8051261,Fasana 33*33*20 Sarkana galda sal.,"14,000","0,60","0,97"
8051278,Fasana 33*33*20 Zaļa galda sal.,"3,000","0,61","0,97"
8051941,Birste grīdai Muuu ar kātu,"4,000","2,29","3,46"
8052010,Vannas švamme ar masāžas virsmu ovāla,"116,000","0,4988","0,83"
8053164,Felga Sudraba alkīda emalja pussp. 1 l,"3,000","4,9433","7,54"
8055011,Dušas cimds ar masāžas virsmu,"20,000","0,8135","1,24"
8055017,Kompl. Airport slota+šaufele 55,"4,000","1,5175","2,29"
8056018,Vannas švamme ar masāžas virsmu,"125,000","0,5006","0,83"
8056047,Izolācijas lente  33*19 04252,"83,000","0,7598","1,15"
8057233,Svece-bumbas 60mm 4 gab balta,"5,000","1,612","2,38"
8058875,Multikomplekts 44 gab,"1,000","12,75","20,05"
8059558,Grūdējs ūdenim 55 cm,"12,000","1,0533","1,79"
8061100,Svece-bumbas 60mm 4 gab sarkana,"2,000","1,615","2,38"
8061510,WC pods Ytc-5006 Duo arm.un vāks 45*,"37,000","37,9792","60,17"
8064703,Kerzen 40W E27 Klar Sylvania spuldze,"40,000","0,3628","0,55"
8065278,Tesa marķēšanas lente 66*50,"3,000","1,92","3,26"
8066431,Kerzen 60W E27 Klar Sylvania spuldze,"54,000","0,5126","0,55"
80701518,Apmaļu komp. SK70,"58,000","1,8338","2,86"
8072056,Mitruma uzsūcoša švammites 6 gab,"51,000","1,3476","1,95"
8073398,Bat.elem. R03,"0,000","0,00","10,70"
8073514,Sylvania spuldze Roehre 25W,"9,000","0,74","1,12"
8073594,Alumīnija līmlente -50C +150C 25*50,"32,000","4,1691","6,62"
8073606,Roehre 40W 230V Klar E14 Sylvania spuldze,"163,000","0,8186","1,31"
8076161,Gillete Blue III Ice,"108,000","3,663","6,80"
8078420,Ierīce zaru griešanai b/k,"1,000","3,81","6,30"
8079236,Dārza grieznes 31 cm,"3,000","1,65","2,52"
8080028,Turētājs centra urbim Dedra 32-168 mm,"18,000","2,2944","4,72"
8080727,Birne 15W E14 Backofen 300/C Sylvania spuldze,"18,000","1,2367","1,92"
8083204,Odu tīkls logiem 130*150 antricīts,"193,000","1,3185","1,91"
8083211,Odu tīkls logiem 130*150 balts,"239,000","1,3772","1,84"
8083462,Antisēnīte 0.5L,"64,000","1,9767","3,98"
8084541,Sylvania spuldze Normal 25W E27,"995,000","0,0088","0,88"
8085052,Grīdas slota Gold,"10,000","1,352","2,05"
8091019,Grīdas lupata 50*60 cm,"5,000","0,526","0,80"
8092405,Salvetes mitrās 21*18 cm 40 gb,"3,000","1,0533","1,65"
8093002,Slota ar kātu Happy,"5,000","2,306","3,49"
8093026,Birste grīdas Fantasy,"13,000","1,3269","2,01"
8093033,Birste grīdas Mārīte ar kātu,"8,000","2,4775","3,76"
8094137,Buket māksl. zieds kumelīšu,"28,000","0,5539","0,94"
8098018,Gaisa nosūcēja filtrs 114*47 cm 2 gb,"32,000","0,9066","1,42"
8098052,Grīdas birste Candy,"6,000","2,1683","3,27"
8099364,Salvetes  vienkrās. 33 cm,"5,000","0,698","1,05"
81000316,Spogulis Malaga brown H80*60 cm,"0,000","0,00","23,26"
81001000,Seinaliim 1L 24010,"5,000","1,542","2,35"
8100133,Drēbju pakaramais ar kurpju plauktu,"0,000","0,00","20,26"
8100545,Betona maisītājs  B150 154 L,"1005,000","2,1007","295,76"
8100819,Lauznis 90 cm V3-VT25907,"6,000","2,1917","3,23"
8100833,Lauznis 75 cm V3-VT25906,"10,000","6,687","9,86"
8100918,Kabatas nazis 15 funkcijas,"4,000","2,76","4,17"
8101164,Glāzes 250 ml,"12,000","0,1425","0,21"
81012327,Aura Fasad Fort TR 9 L,"2,000","18,97","28,91"
8101587,Pretslīdes lente melna 5*50,"27,000","4,24","7,19"
8101588,Knaibles taisniem galiem 175 mm,"2,000","4,285","6,53"
8101624,Pretslīdes lente caurspīdīga 5*25,"10,000","2,402","4,30"
8101679,Pretslīdes lente melna 5*25,"27,000","2,4567","4,30"
8101878,Zvaigznīšu kompl. T10-T50 9 gab,"2,000","5,69","12,42"
8101907,Tējas sveces,"1,000","3,07","0,04"
8101938,Svece Piramīda ar salatēti,"3,000","1,0067","1,52"
8101983,Adventes sveces 4 gab,"22,000","1,8118","2,63"
8101984,Piekaramā atslēga 30 mm VT90032,"27,000","1,5474","2,29"
8101990,Svece 20 cm,"5,000","2,684","4,10"
8101991,Piekaramā atslēga 40 mm,"9,000","2,2478","3,32"
8102011,Piekaramā atslēga 50 mm,"15,000","4,0693","6,00"
8102028,Piekaramā atslēga 60 mm V3-RA5/1126B,"3,000","5,62","8,30"
8102035,Piekaramā atslēga 40mm VT90036,"10,000","2,248","3,32"
8102370,Silikona pistole,"1,000","2,13","3,61"
8102607,Durvju slotiņa Standart 1*37,"2,000","3,83","6,52"
8102875,Mūrnieka āmurs 600 g,"1,000","5,78","8,52"
8103092,Salaveča cepure,"2,000","1,135","1,72"
8103115,Salaveča tērps,"5,000","11,016","17,15"
8103285,Uzgaļu kompl. 7 gab,"4,000","1,48","2,18"
8103994,"Klasiski pakaramie, 2 gab hromēti","11,000","1,6973","2,86"
8104014,"Ovāli pakaramie, 2 gab., hromēti 11","26,000","1,7208","2,86"
8104052,"Ovāli pakaramie, 2 gab., balti 45m","46,000","1,575","2,23"
8104137,"Ovāli mini pakaramie, 3 gab, balti 6m","47,000","1,60","2,23"
8104302,Galds ovāls Salomone 140*90 cm bordo,"14,000","22,385","35,81"
8104341,Eglīšu rotājums st. 8 bum.+4 salaveči,"1,000","3,49","5,28"
8104503,"Savilces  3,0*120mm baltas (ies.100gab)","16,000","0,6819","1,15"
8104510,Savilces  5.0*120mm baltas (ies.100gab),"9,000","1,3167","2,22"
8104527,Savilces 5.0*190mm,"22,000","2,0377","3,44"
8104534,Savilces 5.0*250mm,"15,000","2,6933","4,55"
8104572,Savilces 5.0*120mm,"17,000","1,4418","2,46"
8104589,Savilces 5.0*190mm,"12,000","2,1317","3,71"
8104596,Savilces 5.0*250mm,"14,000","2,6621","4,97"
8104602,Savilces 8.0*300mm,"12,000","4,4525","7,54"
8104914,Eglīšu rotājums st.bumb. 4 cm balti ar rokt.,"1,000","1,91","2,90"
8104921,Eglīšu rot. st.bumba ar betlēmi 10 cm,"3,000","1,7933","2,73"
8104938,Eglīšu rotājums st.10 cm,"4,000","1,0675","1,62"
8104945,Eglīšu rotājums st.6*14 cm,"3,000","0,9333","1,41"
8105258,Nazis saliekamais Varo,"7,000","2,8357","4,28"
8105401,Rīvdēlis švammes sūklis 18mm 28*14 cm,"3,000","3,2867","4,85"
8106222,Eglīšu rot. bumba 6 cm,"1,000","0,80","1,21"
8106781,Lukturis galvas  3AAA V3-RA89/408,"23,000","6,3126","5,46"
8106910,Spīles 50*250 mm,"5,000","0,768","1,14"
8107023,Spīle 120*300 mm Profi,"7,000","4,8657","7,17"
8107504,Zāģis 450 mm,"2,000","6,12","9,02"
8107528,Zāģis 550 mm,"1,000","7,14","10,53"
8107542,Zāģis 350mm,"31,000","2,5184","3,96"
8107672,Lineāls ar rokturi 60 cm V3-VT50330,"1006,000","0,0364","6,33"
8107922,Svece Cilindrs 100*100 mm,"2,000","3,00","4,72"
8107946,Svece Cilindrs 100*100 mm,"1,000","3,00","4,72"
8108334,Loka zāģa asmenis 530mm,"7,000","2,0343","3,00"
8110005,Šķēres 811005,"2,000","0,665","1,04"
8110217,Slēdzis 1+1 Z/A balts Domino,"105,000","2,6572","4,37"
8111061,Celtn.spainis 6 L ar ielitni melns,"500,000","0,529","0,77"
8112174,Muca zaļa 200 L,"38,000","17,3071","27,50"
8112815,Pārslēdzis 1-v. v/a Domino,"18,000","1,4411","2,22"
8113018,Švamme vannu kopšanai ar ķīmiju,"24,000","0,4996","0,77"
8113119,Slēdža-Mehan. 1+1 z/a balts Domino,"45,000","2,3989","3,91"
8113218,Pārslēdža-Mehan. 1-v. balts Domino,"85,999","2,1191","3,41"
8113630,Līme Yel/black SG10BC 10gab*3g,"22,000","0,2627","0,38"
8114819,Pārslēdzis 1-v. ziloņkauls Domino,"98,000","2,2912","3,70"
8115113,Slēdzis 1+1+1 ziloņkauls Domino,"60,000","2,6205","3,98"
8115360,Bērnu galds mix,"31,000","5,7555","8,82"
8115377,Krēsls bērnu mix,"94,000","2,369","4,13"
8116423,Briketes uguns 64 gb,"334,000","1,3433","2,08"
8118066,Papīrs dāvanu folijas krāsains,"7,000","0,8114","1,28"
8118213,Rāmis 1-V. ziloņkauls Domino,"32,000","0,4675","0,71"
8118403,Pīta polipropilēna aukla 3 mm 50 m,"5,000","2,202","3,36"
8118411,Rāmis 3-V. ziloņkauls Domino,"30,000","1,1543","1,79"
8118510,Rāmis 4-V. ziloņkauls Domino,"26,000","1,5677","2,32"
8120009,Abrazīvās beržamās lupatiņas 4 gab,"40,000","0,4258","0,64"
8122616,Rāmis 5-v. balta Domino,"25,000","1,9388","2,85"
8122814,Rāmis 5-V. ziloņkauls Domino,"5,000","1,94","3,19"
8123262,Pašvulkanizējoša lente 10*19,"9,000","2,68","4,17"
8123395,Cimdi tantung ar melnu divpus.punktējumu izm.11,"72,000","0,4664","0,71"
8123680,Cirvis koka kāts 360 mm 800 g,"3,000","8,3533","14,63"
8123697,Cirvis koka kāts 380 mm 1000 g,"2,000","10,89","18,78"
8124171,Krēsls Florence bordo,"20,000","5,189","7,91"
8125154,Pretodu tējas svece mais. 4h 25 gab,"3,000","1,7833","2,63"
8125376,Krēsls bērnu divkrāsains,"36,000","2,4189","3,57"
8125908,"Nicols 60*70sm, grīdas lupata","2,000","0,60","0,88"
8127549,PVH izolācijas lente 33*19,"62,000","1,1489","1,72"
8130011,Līste putuplasta S25 2 m,"210,000","0,2999","0,46"
8131867,"Kronšteins vārtiem 250*14,0 mm","10,000","1,01","1,58"
8131874,"Kronšteins vārtiem 350*17,0 mm","2,000","2,34","3,59"
8132338,Šūpoļu stiprinājums 100 mm,"23,000","2,1291","3,60"
8132809,Darba aizsargbrilles,"3,000","1,8133","3,10"
8133241,Cata eļļas radiators 9 sekcijas 2000W,"1,000","32,58","49,29"
8134114,K-ligzda ziloņkaula 1-v b/z meh. Domino,"76,000","1,6661","3,00"
8134411,K-ligzda ziloņkaula 1-v a/z meh. Domino,"388,000","1,771","2,82"
8134718,Slēdža - mehan. 1+1 z/a ziloņkauls Domino,"16,000","2,3856","3,86"
8135012,Pārslēdža - mehan. 1-v. ziloņkauls Domino,"56,000","2,0836","3,41"
8136613,Vāks ar atsp. kārbai 70mm d85,"29,000","0,1007","0,14"
8140101,Dēlītis koka ovāls 20*33,"5,000","2,938","4,48"
8140289,Leņķis 90*50*55*2.0 mm,"168,000","0,187","0,31"
8140319,Leņķis 50*50*35 mm,"93,000","0,12","0,20"
8141716,Dubultpārslēdzis 1+1 z/a Domino,"12,000","4,2808","6,49"
8141815,Dubultpārslēdzis/slēdzis Domino ziloņkaula PP,"3,000","3,9967","6,56"
8142010,Slēdzis 1+1+1 Z/A balts Domino,"14,000","4,2086","6,80"
8144311,Dubultpārslēdzis z/a Domino,"4,000","4,2825","6,32"
8144416,Montāžas plāksne 100*35 mm,"290,000","0,11","0,18"
8144775,"Klasiski pakaramie, 2 gab, balti","17,000","1,48","2,33"
8144799,"Ovāli pakaramie, 2 gab., balti","17,000","1,48","2,33"
8144874,"Klasiski mini pakaramie, 3 gab, balti","10,000","1,48","2,33"
8144904,"Ovāli mini pakaramie, 3 gab, balti","14,000","1,48","2,33"
8145004,Celtniecības kaste melna 90 L,"134,000","4,9482","6,46"
8145123,Brusu kurpe 51*165 mm,"325,000","0,756","1,28"
8145246,Brusu kurpe 76*152,"60,000","0,756","1,28"
8148056,Bruses enkurs 101*120*4 mm,"6,000","2,7283","4,62"
8149961,Precision masking 25*25,"12,000","2,2058","3,74"
8149985,Precision masking ārdarbiem 25mm*38mm 25*38,"1,000","3,36","5,12"
8150028,Aukstākās kvalitātes krāsotāju lente 25*25,"39,000","1,5795","2,70"
8152015,Ierīce urbim 02087,"4,000","1,5575","2,59"
8152046,Urbja vainags D 43 mm 02080,"10,000","3,685","6,25"
8152282,Alumīnija līmlente -40 C +140 C 10*50,"66,000","2,4976","4,17"
8152437,"Vīle motorzāģu asināšanai d4,0/200 mm 3 gab","11,000","2,5573","4,54"
8152451,"Vīle motor/elektrozāģu asināšanai d4,8/200 mm 3 gab","17,000","2,5747","4,68"
8154200,Konsole dekoratīvā 280*280 mm,"19,000","2,4489","4,13"
8154217,Konsole dekoratīvā 280*280 mm,"18,000","2,04","3,87"
8154224,Konsole dekoratīvā 260*210 mm,"15,000","1,6847","3,26"
8154231,Konsole dekoratīvā 280*300 mm,"13,000","2,2254","3,77"
8154948,Tapete Versaļ 25 m 6762-32260,"14,000","16,93","26,04"
8154962,Tapetes Versaļ 25m,"20,000","17,007","25,18"
8155259,Tapete Versaļ 25m,"32,000","16,9553","25,83"
8155357,Refl 25W R50 E14 240V Sylvania spuldze 0015535,"63,000","0,6233","0,85"
8155358,"Tapete Versaļ 25m*1,06","9,000","16,9989","25,83"
8155371,Refl 40W R50 E14 240V Sylvania spuldze,"70,000","0,6124","0,97"
8155426,Tapete Versaļ 25 m 6491-34960,"6,000","17,075","26,04"
8155609,Refl 60W R63 E27 240V Infrared Sylvania spuldze,"0,000","0,00","0,88"
8164535,Makita urbis betonam Standart  10*150 mm,"8,000","1,0013","1,58"
8164642,Gr.l. Chaplet 60W,"2,000","17,06","26,45"
8165811,Pārslēdzis 1-v. v/a balts Domino,"32,000","2,4994","3,94"
8167112,Slēdzis 1+1  v/a Domino,"11,000","2,4582","3,91"
8167914,Rozete b/z 2-viet. v/a balta Domino,"18,000","1,7128","2,56"
8168218,Rozete ar zem. 1-viet. v/a balta Domino,"25,000","1,3752","2,22"
8169711,Apzīmējums durvīm WC D6.5cm,"2,000","1,74","2,73"
8170704,Dove Intensive care ziepes 100g,"5,000","0,584","0,85"
8171882,Apzīmējums durvīm Man/Women D 6.5 cm,"2,000","1,74","2,75"
8172022,Celulozes švammes 2 gab,"62,000","0,7261","1,21"
8174111,"1 L olu liķieris ar marmelādi, šokolādi un rozīnēm","4,000","2,20","3,46"
8175903,Nicols 36*1 gb Malibu 15*10*5 beržamais,"14,000","0,4129","0,61"
8180992,Mērkrūze 1 L,"54,000","0,7104","1,17"
8182054,Kravas saites,"4,000","1,9775","3,02"
8185606,Globe 40W R80 E27 Opal Sylvania spuldze,"2,000","1,68","2,56"
8192037,Putekļu lupatiņas 3 gab,"115,000","0,4351","0,70"
8192510,Celtniecības kaste melna 40 L,"94,000","3,5394","4,68"
8199012,Logu tīrītājs,"1,000","0,72","1,14"
8199029,Metāla beržamie 2gab,"14,000","0,5293","0,80"
8199204,Puķu pods ar paliktni plastmasas 25 cm brūns,"34,000","0,8938","1,44"
8199228,Puķu pods ar paliktni plastmasas 22 cm brūns,"24,000","1,2708","1,94"
8199259,Puķu pods ar paliktni plastmasas 25 cm brūns,"75,000","1,5167","2,56"
8199303,Puķu pods ar paliktni plastmasas 30 cm brūns,"33,000","2,0961","3,20"
8199358,Puķu pods ar paliktni plastmasas 35 cm brūns,"54,000","2,6041","3,90"
8199457,Puķu pods ar paliktni plastmasas 45 cm brūns,"19,000","5,0326","7,84"
8199487,Veļas knaģi koka 48 gab,"14,000","0,7164","1,10"
82000117,Logu mazgājamais līdzeklis,"8,000","0,5125","0,77"
8202267,Matu griešanas kompl Elta HS100N2,"2,000","4,00","5,89"
8205048,Apmale Alisa 109 33.3*4 brown #S DK4110,"53,000","2,2894","3,27"
8205223,Paklājs Flocky 40*60,"2,000","2,595","4,48"
8208976,Spainis celtniecības 12 L HD ar snīpi,"23,000","1,6135","2,73"
8209041,Spainis celtniecības 20 L ar snīpi,"47,000","1,833","3,10"
8209599,Rokturis motor/elektrozāģu vīlēm,"6,000","1,2067","1,78"
8210023,Spainis celtniecības 12 L,"47,000","1,6143","2,73"
8210115,Rozete 1-V. Z/A B/Z balta Domino,"48,000","1,966","2,90"
8210214,Rozete 1-V. Z/A B/Z balta Domino,"141,000","1,9002","3,26"
8210412,Rozete 1-V. Z/A A/Z balta Domino 233509004,"283,999","1,9343","3,14"
8211160,Griezējr.met. 125*1.0*22  RHODIUS,"45,000","0,9362","1,48"
8212616,HI-Spot ES50 50W 50 GU10 240V Sylvania spuldze,"2,000","2,09","3,09"
8213017,K-ligzda 2-v. a/z v/a balta Domino,"8,000","2,1163","3,12"
8213502,Lamināts,"469,710","4,3353","7,68"
8213786,Lamināts,"167,740","5,1704","7,68"
8214915,Rozere 2-v. b/z ziloņkaula Domino,"54,000","2,4611","3,94"
8217043,Lamināts,"238,250","4,4329","6,92"
8217370,Ultra izturīga līmlente 1.5*19,"3,000","1,8633","2,82"
8220797,Naktspods ar vāku,"12,000","2,1292","3,26"
8221620,Spuldze E27 60W Standart matēta,"148,000","0,2177","0,33"
8222257,Spuldze HI-Spot ES111 75W/24' 240V GU10 Anti Glare Sylvania,"0,000","0,00","14,10"
8224555,Vlies flizelīna tapete 1*10m,"4,000","17,0525","25,83"
82282003,Lodlampa kars. PG200,"0,000","0,00","12,44"
8232148,Dimanta slīp.kaus FlexOvit 125*22 mm,"0,000","0,00","47,87"
8233570,Metāla zāģa asmenis,"30,000","1,0393","1,81"
8233587,Metāla zāģa asmenis,"22,000","1,0445","1,81"
8233594,Metāla zāģa asmenis,"27,000","1,1126","1,81"
8235482,Zāģis kokam Barracuda 550mm,"3,000","9,6033","16,28"
8238315,Kalts kokam 10 mm Bahco,"0,000","0,00","12,34"
8238407,Kalts kokam 25 mm Bahco,"1,000","9,59","14,50"
8241452,"Zāģis PrizeCut, Vidēji UT zobi 475mm","58,000","6,6919","12,46"
8241773,Zāģis PrizeCut vidēji UT zobi 400mm,"32,000","6,7619","12,29"
8247724,Mini-Lynx Fast Star Sylvania spuldze 15W/827,"27,000","3,2315","3,96"
8247793,Mini-Lynx Fast Start E27 Sylvania spuldze 18W/827,"32,000","3,0628","3,96"
8247939,Mini-Lynx Fast Star Sylvania spuldze 23W/827 E27,"15,000","3,7513","4,55"
8247987,Šķīdums KO-32 apgaism. 1L 1855,"66,000","1,7247","2,77"
8248073,Mini-Lynx Spiral Sylvania spuldze 20W/827 E27,"37,000","4,6886","5,36"
8248097,Miny-Lynx Spiral Sylvania 11W/827 E27,"19,000","3,8611","4,71"
8248537,Ziepes Pearl & Beauty,"3,000","0,4267","0,63"
8248999,Spainis celtniecības 10 L,"61,000","1,1292","1,92"
82510015,Celco Aqua laka grīdai matēta 1 L,"2,000","7,17","10,94"
8253333,Vlies flizelīna tapete 1*10m,"6,000","6,04","9,18"
8254647,Sylvania ekonomiskā spuldze CF-LE 55W/830,"0,000","0,00","7,51"
8255243,Birste kokosa,"5,000","1,836","2,80"
8256940,Slīpdisks LSZ F 1 d125K40RHODIUS3#207077,"2,000","2,86","4,50"
8266192,Sveces-lāpas 60cm 3gab 110219,"4,000","0,9825","1,45"
8270858,Metāla zāģis 300 mm+3 24z asm.,"1,000","9,93","16,82"
8275051,"Mitruma uzsūcošas lupatiņas 18,5*15,5cm","50,000","0,8244","1,28"
8285357,Simplex vannas sifons ar trosi hromēts,"36,000","11,2303","18,26"
8286750,Saimniecības nazis ar maksti,"29,000","4,831","8,61"
8290521,Stiprinājums karogiem LT,"6,000","5,66","8,98"
83000018,Linor bērnu ziepes 65 g Kazas piens,"3,000","0,20","0,30"
83000218,Vadu savienotājs Torix T6 100 g,"892,610","0,4786","0,16"
8300253,Atkr. maisi 25 L 15 gab,"1,000","0,57","0,87"
8300300,"Saitītes baltas 180*4,5 100G","1,700","0,1235","0,18"
8300317,"Saitītes baltas 200*4,5 100G","10,000","0,124","0,18"
8300352,Atkritumu maisi 35 L,"168,000","0,5492","0,87"
8300504,Bituma mastika Nr.21 Tehnomast 10 kg,"1,000","15,98","24,17"
8300528,Bituma mastika Nr.21 Tehnomast 3 kg,"26,000","5,35","8,41"
8300604,Atkr.maisi 60 L 10 gb,"57,000","0,663","1,07"
8300849,Bituma mastika Nr.24 MGTN 3 kg,"15,000","3,8473","6,05"
8301007,Atkritumu maisi 100l/10gb/0.473kg,"34,000","0,9362","1,42"
8301109,"Saitītes baltas 160*4,5 100G","151,100","0,1162","0,20"
8301201,Dārza sūknis Westlands SPW300,"5,000","18,336","27,73"
8302004,Atkr. maisi 200 L 10 gab,"17,000","1,7059","2,69"
8302509,Atkritumu maisi 250l/5gb/0.621kg,"23,000","1,3352","2,05"
8303007,Rīvdēlis plastmasas 130*270 mm,"18,000","1,7111","2,53"
8303144,Rīvdēlis 200*420 mm,"3,000","2,0767","4,52"
8305001,Koka kāts grābeklim 28*130 mm,"36,000","0,8886","0,95"
8305032,Koka kāts grābeklim 28*150 mm,"18,000","1,3683","2,08"
83054486,Ek.spuldze GU10 24 LED,"216,000","5,2395","6,36"
8305858,Eres balzāms ādas apavu kopšanai 250 ml,"18,000","2,8917","4,60"
8306077,Rullīša rokturis 70*300*6 mm,"8,000","0,39","0,67"
83101250,Mērlente sarkana 5 m,"52,000","0,8496","1,65"
83101250,Mērlenta sarkana 5 m,"9,000","0,9733","1,65"
8310550,Pagarinātājs 50m 4r.,"9,000","34,7811","57,70"
8311835,Tapetes 13118-32 1.06 x 10m,"7,000","6,4029","10,07"
8311946,Suka MUUU ar rokturi,"15,000","1,7753","2,79"
8315192,Rullis Nylon 50*180*8mm,"6,000","1,5217","2,60"
8316182,Rullis Mikrofazer 60*180*8mm,"6,000","1,4183","2,40"
8316199,Rullīša rokturis 50-70*6 mm,"72,000","0,2738","0,48"
8316205,Rullīša rokturis 150*6 mm,"90,000","0,3823","0,64"
8316212,Rullīša rokturis 180*8 mm,"66,000","0,587","1,01"
8316229,Rullīša rokturis 250*8 mm,"69,000","0,6488","1,21"
8317042,Līmes kausiņš 240 mm,"3,000","3,8633","6,60"
8317268,Sūknis SR3 25-40 220V 50Hz Nocchi,"19,000","39,7274","66,92"
8317511,"Pagarinātājs a/z 25m 3*1,5 spolē","7,000","19,8957","33,35"
8317542,Pagarinātājs a/z 25m 3G1.0 spolē,"5,000","15,584","24,87"
8317689,Pag. M50 4r3G1,"1,000","43,51","66,35"
8320016,Pagarinātājs 1/5m a/z 3*1.5 sark. 32001,"9,000","3,7778","5,07"
8320023,Pagarinātājs 1-v. a/z 10 m sarkans,"3,000","7,9833","11,90"
8320030,"Pagarinātājs 1/15m a/z 3*1,5 sark. zāl/pļavn.","3,000","11,1433","17,20"
8320047,"Pagarinātājs 1/20m a/z 3*1,5 sark. zāl/pļavn.","8,000","13,5763","22,45"
8320054,Pagarinātājs 1/25m a/z 3*1.5 sark. zāl/pļāv. 32005,"3,000","17,6567","27,77"
8320142,"Griezējdisks met. 125*1,6*22,2","496,000","0,3566","0,60"
8320148,Lukturis 811 59811-DB,"1,000","3,20","4,72"
8320159,"Disks griešanai 125*1,6*22.23","394,000","0,3842","0,65"
8321891,Sav.kl.3 273-104,"2,000","8,85","13,50"
8323326,Rīvdēlis līmei 130*480 zobi6*6 mm,"1,000","4,39","6,47"
8330067,Nicols Nikonet univers. lupatas 33300,"3,000","0,3333","0,50"
8331143,Big grabeklis 14 zobi ar koka kātu,"2,000","5,265","8,02"
8331570,Big kaplis ar vienu turētāju kāts 12mm*120cm,"9,000","4,0911","6,37"
8331587,Big kaplis ar vienu turētāju kāts 14mm*120cm,"10,000","4,11","6,46"
8331624,Big šaufele alumīnija koka kāts,"3,000","14,6267","22,31"
8332263,Big atkritumu konteiners 30*30*10 cm ar birsti,"1,000","10,64","16,22"
8334007,Big koka kāts āmuram 40 cm,"56,000","0,4205","0,68"
8334014,Big koka kāts āmuram 42 cm,"76,000","0,4905","0,77"
8334021,Big koka kāts āmuram 50 cm,"56,000","0,7382","1,17"
8334038,Big koka kāts āmuram 60 cm,"46,000","1,0417","1,89"
8334045,Big koka kāts āmuram 70 cm,"34,000","1,1662","2,09"
8334052,Big koka kāts āmuram 80 cm,"54,000","1,2431","2,29"
8334069,Big koka kāts āmuram 90 cm,"25,000","1,4144","2,33"
8334106,Big cirvja kāts 60 cm,"91,000","1,5443","2,52"
8334113,Big cirvja kāts 70 cm,"89,000","1,6129","2,60"
8334120,Big cirvja kāts 80 cm,"87,000","1,6992","2,77"
8334144,Big šķeļamā cirvja kāts 90 cm TK,"31,000","1,9965","3,32"
8334168,Big izkapts klāts 170 cm,"4,000","9,6025","22,64"
8334625,Big koka kāts birstēm 24mm*140 cm,"110,000","1,1336","1,78"
8334632,Big koka kāts birstēm 24mm*150 cm,"89,000","1,3754","2,11"
8334786,Big koka kāts grābeklim 28 mm*120 cm,"91,000","0,9609","1,61"
8334809,Big koka kāts grābeklim 24 mm*130 cm-150 cm,"55,000","1,3498","2,11"
8334830,Big koka kāts grābeklim 28 mm *150 cm,"93,000","1,3654","2,19"
8334854,Big koka kāts grābeklim 28 mm*160 cm,"72,000","1,5386","2,36"
8334878,Big koka kāts grābeklim 28 mm *180 cm,"95,000","1,6292","2,53"
8334892,Big koka kāts lāpstai T 37mm*90 cm,"30,000","1,606","2,48"
8334915,Big koka kāts lāpstai ar plastm. rokt. 37 mm*100 cm,"26,000","1,8988","2,96"
8334922,Big koka kāts lāpstai ar met.rokturi 37 mm*100 cm,"42,000","2,06","2,87"
8334939,"Big koka kāts lāpstai, dakšām 37*115 cm","77,000","1,5123","2,31"
8334946,"Big koka kāts lāpstai, dakšām 37mm*130 cm","101,000","1,5405","2,39"
8334953,"Big koka kāts lāpstai, dakšām 37*150 cm","148,000","1,7472","2,73"
8334984,Big koka kāts āmuram 32 cm,"69,000","0,3291","0,51"
8334991,Big koka kāts āmuram 36 cm,"47,000","0,3879","0,60"
8334999,Bļoda 25 L  T334999,"49,000","3,3318","5,85"
8335023,"Ula 5 L lamināta, linoleja mazg.līdz","999,000","0,1512","5,65"
8335355,Norobežojuma lenta sark./balta 10 cm*100 m,"7,000","1,3671","2,31"
8335386,Norobežojuma lente sarkana/balta 8 cm*100 cm,"12,000","1,0775","1,92"
8335996,Bļoda 15 L,"99,000","2,2568","4,15"
